NAVCOID	CAMPAIGN	LOCATION	BYEAR	EYEAR	TARGET	SUCCESS	LIMITED	FAILURE	ONGOING	NONVIOL	VIOL	REGCHANGE	FSELFDET	SECESSION	OTHER	DURATION	PARTICIPATION	PERCENTAGEPOPULARPARTICIPATION	REGVIOL	DEFECT	VIOLENTFLANK	VIOLSIM	REGAID	STATESUP
328.0	"Northern Mali conflict"	"Mali"	2012.0	2014.0	"Mailian government"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1251.0	3000.0	1.7174354909761647E-4	1.0	1.0	0.0	0.0	0.0	1.0
339.0	"Anti-Aziz Protests"	"Mauritania"	2011.0	2014.0	"Mohamed Ould Abdel Aziz Regime, Government run census"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1250.0	2000.0	4.921356719620465E-4	1.0	0.0	0.0	0.0	0.0	0.0
25.0	"anti-PRI campaign"	"Mexico"	1987.0	2000.0	"corrupt govt"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4645.0	100000.0	9.830939979525888E-4	0.0	1.0	1.0	0.0	0.0	0.0
10.0	"anti-Calderon campaign"	"Mexico"	2006.0	2006.0	"Calderon regime"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	55.0	1000000.0	0.009083280951565966	0.0	0.0	0.0	1.0	0.0	0.0
69.0	"Dniestr"	"Moldova"	1992.0	1992.0	"Moldovan regime"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	148.0	15000.0	0.0040474905558553695	1.0	0.0		0.0	0.0	0.0
138.0	"Mongolian anti-communist"	"Mongolia"	1989.0	1990.0	"Communist regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	151.0	7000.0	0.0032049154245711708	1.0	0.0	0.0	0.0	1.0	0.0
140.0	"Moroccan Independence War"	"Morocco"	1953.0	1956.0	"French/Spanish occupation"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	935.0	12000.0	0.001081081081081081	1.0	0.0		0.0	1.0	0.0
98.0	"Ifni war"	"Morocco"	1957.0	1958.0	"Spanish occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	221.0	12000.0	0.0010256410256410256	1.0	0.0		0.0	0.0	0.0
340.0	"Western Sahara Independence Movement"	"Morocco"	1999.0	2003.0	"Moroccan Government"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2280.0	120000.0	0.003931710126807481	1.0	0.0	0.0	0.0	0.0	1.0
86.0	"Front for the Liberation of Mozambique"	"Mozambique"	1962.0	1975.0	"Portuguese occupation"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4748.0	10000.0	9.615384615384616E-4	1.0	0.0		0.0	0.0	1.0
181.0	"Renamo"	"Mozambique"	1979.0	1992.0	"Mozambique government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	4732.0	20000.0	0.0014213397534302435	1.0	1.0		0.0	1.0	1.0
188.0	"SWAPO"	"Namibia"	1976.0	1988.0	"South African occupation"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4688.0	7500.0	0.005971870103066515	1.0	0.0		1.0	1.0	1.0
224.0	"The Stir"	"Nepal"	1990.0	1990.0	"Monarchy/Panchayat regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	49.0	200000.0	0.010667004597372312	1.0	0.0	1.0	0.0	0.0	0.0
50.0	"CPN-M/UPF"	"Nepal"	2001.0	2006.0	"Nepalese government"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1615.0	5000.0	1.9274791371585672E-4	1.0	0.0		1.0	0.0	0.0
149.0	"Nepalese anti-government"	"Nepal"	2002.0	2006.0	"Nepalese govt; martial law"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1245.0	300000.0	0.011564874822951404	1.0	0.0	1.0	0.0	0.0	0.0
274.0	"Maoist Anti-Govt Protests"	"Nepal"	2010.0	2010.0	"Madhav Kumar Nepal Govt"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	60.0	125000.0	0.004625665776700906	1.0	0.0	1.0	0.0	0.0	0.0
276.0	"Anti-Somoza Strike"	"Nicaragua"	1978.0	1978.0	"Somoza regime"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	244.0		0.0	1.0	0.0	1.0	0.0	0.0	0.0
80.0	"FSLN"	"Nicaragua"	1978.0	1979.0	"Nicaraguan regime"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	312.0	3000.0	0.0011159971117994747	1.0	0.0		1.0	0.0	0.0
57.0	"Contras"	"Nicaragua"	1981.0	1990.0	"Sandinista regime"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3061.0	13500.0	0.0032572779049188515	1.0	1.0		0.0	0.0	1.0
151.0	"Niger anti-military"	"Niger"	1990.0	1992.0	"Military rule"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1023.0	10000.0	0.0011696694420583187	1.0	0.0	0.0	1.0	0.0	0.0
153.0	"Independence Movement"	"Nigeria"	1945.0	1950.0	"British occupation"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2019.0	100000.0	0.0031446540880503146	1.0	0.0	0.0	0.0	0.0	0.0
42.0	"Biafrans"	"Nigeria"	1967.0	1970.0	"Nigerian govt"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	921.0	50500.0	9.882583170254403E-4	1.0	0.0		0.0	1.0	1.0
154.0	"Muslim fundamentalists"	"Nigeria"	1980.0	1984.0	"Nigerian govt"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1474.0	1000.0	1.2903225806451613E-5	1.0	0.0		1.0	0.0	0.0
158.0	"Ogoni movement"	"Nigeria"	1990.0	1995.0	"Nigerian govt and corporate exploitation"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1836.0	300000.0	0.0027774829273910875	1.0	0.0	0.0	0.0	0.0	0.0
152.0	"Nigeria anti-military"	"Nigeria"	1993.0	1999.0	"Military rule"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2154.0	1000000.0	0.008380327907649256	1.0	0.0	0.0	0.0	0.0	0.0
334.0	"Boko Haram"	"Nigeria"	2011.0	2014.0	"Nigerian govt"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1036.0	9000.0	4.594761511379818E-5	1.0	0.0		1.0	1.0	0.0
97.0	"IRA/Irish nationalists"	"Northern Ireland"	1968.0	1998.0	"British control"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	10778.0	1000.0	1.70977753896365E-5	1.0	1.0		1.0	0.0	1.0
175.0	"Popular Front for the Liberation of Oman and the Arab Gulf (PFLOAG)"	"Oman"	1962.0	1976.0	"Oman government"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	4779.0	2000.0	0.002091059362038699	1.0	1.0		0.0	0.0	0.0
373.0	"Second Balochistan Separatist Movement"	"Pakistan"	1962.0	1969.0	"Government of Pakistan"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2861.0	19800.0	3.501578707982183E-4	1.0	0.0		0.0	0.0	0.0
21.0	"anti-Khan campaign"	"Pakistan"	1968.0	1969.0	"Khan regime"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	179.0	3000.0	4.6875E-5	1.0	0.0	1.0	0.0	0.0	0.0
40.0	"Bangla Independence Campaign"	"Pakistan"	1971.0	1971.0	"Pakistani rule"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	252.0	90000.0	0.0013333333333333333	1.0	1.0		1.0	0.0	1.0
36.0	"Third Balochistan Separatist Movement"	"Pakistan"	1973.0	1977.0	"Government of Pakistan"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1535.0	55000.0	7.033248081841433E-4	1.0	0.0		0.0	1.0	0.0
277.0	"Anti-Bhutto"	"Pakistan"	1977.0	1977.0	"Prime Minister Zulfiqar Ali Bhutto"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	115.0	50000.0	6.393861892583121E-4	1.0	1.0	1.0	0.0	0.0	0.0
163.0	"pro-dem movement"	"Pakistan"	1983.0	1983.0	"Zia al-Huq"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	235.0	50000.0	5.336179295624333E-4	1.0	0.0	0.0	1.0	1.0	0.0
278.0	"Anti-Zia al-Haq"	"Pakistan"	1986.0	1986.0	"President Zia al-Haq"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	235.0	100000.0	9.80392156862745E-4	1.0	0.0	1.0	0.0	1.0	0.0
136.0	"Mohajir"	"Pakistan"	1994.0	1999.0	"Pakistani government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2160.0	3000.0	2.2155659400279978E-5	1.0	0.0		1.0	0.0	0.0
375.0	"Fourth Balochistan Separatist Movement"	"Pakistan"	2004.0	2014.0	"Government of Pakistan"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	3607.0	5000.0	2.4442139452925476E-5	1.0	0.0		1.0	1.0	0.0
342.0	"Islamist insurgency"	"Pakistan"	2007.0	2014.0	"Pakistani government"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2361.0	50000.0	2.4898685009813417E-4	1.0	0.0		1.0	0.0	1.0
304.0	"Anti-Musharraf Campaign (Lawyer's Movement)"	"Pakistan"	2007.0	2008.0	"Musharraf Government"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	525.0	40000.0	2.444321368789657E-4	1.0	0.0	1.0	1.0	0.0	0.0
164.0	"First Intifada"	"Palestine"	1987.0	1990.0	"Israeli occupation"	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	905.0	150000.0	0.032188841201716736	1.0	1.0	1.0	0.0	1.0	0.0
109.0	"Jewish resistance"	"Palestinian Territories"	1945.0	1948.0	"British occupation"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	950.0	1500.0	0.0014071294559099437	0.0	0.0		1.0	0.0	0.0
164.0	"Palestinian Liberation"	"Palestinian Territories"	1973.0	2014.0	"Israeli occupation"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	14960.0	4500.0	3.331946996571871E-4	1.0	1.0		1.0	1.0	1.0
24.0	"anti-Noriega campaign"	"Panama"	1987.0	1989.0	"Noriega regime"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	925.0	10000.0	0.004269353513144272	1.0	0.0	0.0	0.0	1.0	1.0
45.0	"Bougainville Revolt"	"Papua New Guinea"	1988.0	1998.0	"Papuan regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3653.0	2000.0	3.779876617267459E-4	1.0	0.0		0.0	0.0	0.0
166.0	"leftist rebellion"	"Paraguay"	1947.0	1947.0	"Morinigo regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	166.0	3300.0	0.0024719101123595504	1.0	1.0		1.0	0.0	0.0
195.0	"Senderista Insurgency (Sendero Luminoso) The Shinning Path"	"Peru"	1980.0	2012.0	"Peruvian government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	5706.0	5000.0	2.0799741750406427E-4	1.0	1.0		1.0	0.0	0.0
16.0	"anti-Fujimori campaign"	"Peru"	2000.0	2000.0	"Fujimori govt"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	114.0	50000.0	0.0019293935348878148	1.0	0.0	0.0	1.0	0.0	0.0
91.0	"Hukbalahap Rebellion"	"Philippines"	1946.0	1954.0	"Filipino government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2872.0	15000.0	6.302521008403362E-4	1.0	1.0		0.0	1.0	0.0
139.0	"Moro National Liberation Front"	"Philippines"	1968.0	1987.0	"Filipino government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	6940.0	7000.0	1.1666666666666667E-4	1.0	1.0		1.0	0.0	1.0
150.0	"New People's Army"	"Philippines"	1972.0	1992.0	"Filipino government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	7396.0	20000.0	3.073353920092122E-4	0.0	0.0		1.0	0.0	1.0
169.0	"People Power"	"Philippines"	1983.0	1986.0	"Ferdinand Marcos"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	973.0	2000000.0	0.034129692832764506	1.0	1.0	0.0	1.0	1.0	0.0
194.0	"Second People Power Movement"	"Philippines"	2001.0	2001.0	"Estrada regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	500000.0	0.006276257113902079	0.0	1.0	0.0	1.0	0.0	0.0
279.0	"People Power III"	"Philippines"	2001.0	2001.0	"Government of the Philippines"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	15.0	200000.0	0.0025105028455608314	1.0	0.0	1.0	1.0	1.0	0.0
177.0	"Poznan protests"	"Poland"	1956.0	1956.0	"Communist regime"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	37.0	100000.0	0.0035971223021582736	1.0	0.0	1.0	0.0	1.0	0.0
171.0	"Poland Anti-Communist I"	"Poland"	1968.0	1968.0	"Communist regime"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	54.0	20000.0	6.211180124223603E-4	1.0	0.0	0.0	0.0	1.0	0.0
172.0	"Poland Anti-Communist II"	"Poland"	1970.0	1970.0	"Communist regime"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	7.0	10000.0	3.058103975535168E-4	1.0	0.0	0.0	0.0	1.0	0.0
173.0	"Warsaw Worker's Uprising"	"Poland"	1976.0	1976.0	"Communist regime"	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0	70000.0	0.0020408163265306124	1.0	0.0	0.0	0.0	1.0	0.0
206.0	"Solidarity"	"Poland"	1980.0	1989.0	"Communist regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3274.0	50000.0	0.0013157894736842105	1.0	0.0	0.0	0.0	1.0	0.0
52.0	"Carnation Revolution"	"Portugal"	1973.0	1974.0	"Military rule"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	381.0	10000.0	0.0011150865184478798	1.0	1.0	0.0	0.0	0.0	0.0
396.0	"Anti-Lissouba Campaign (Cocoyes, Ninjas, Cobras)"	"Republic of the Congo"	1993.0	1997.0	"Government of Congo"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1680.0	1001.0	3.4833893482756005E-4	1.0	0.0		0.0	0.0	0.0
412.0	"Democratic Republic of Yemen Secessionist Movement"	"Republic of Yemen"	1994.0	1994.0	"Republic of Yemen"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	154.0	27500.0	0.001879302192544282	1.0	0.0		0.0	0.0	1.0
253.0	"anti-Ceaucescu movement"	"Romania"	1987.0	1989.0	"Ceasescu regime"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	771.0	100000.0	0.004366812227074236	1.0	1.0	0.0	1.0	1.0	0.0
11.0	"anti-Ceaucescu rebels"	"Romania"	1989.0	1989.0	"Ceacescu regime"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	8.0	450000.0	0.019650655021834062	1.0	1.0		0.0	0.0	0.0
185.0	"pro-dem movement"	"Russia"	1990.0	1991.0	"Anti-coup"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	564.0	700000.0	0.004709871891484552	1.0	1.0	0.0	0.0	1.0	0.0
399.0	"Anti-Yeltsin"	"Russia"	1993.0	1993.0	"Gov't of Russia (Yeltsin)"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	12.0	10000.0	6.736918761470572E-5	1.0	0.0		0.0	0.0	0.0
55.0	"Chechen separatists"	"Russia"	1994.0	2009.0	"Russian occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	5240.0	15000.0	1.0505280016768108E-4	1.0	1.0		1.0	0.0	0.0
343.0	"Caucasus Emirate"	"Russia"	2007.0	2014.0	"Russian goverment"	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2275.0	1000.0	6.946146781014227E-6	1.0	0.0	0.0	1.0	0.0	0.0
335.0	"Snow Revolution"	"Russia"	2010.0	2014.0	"Putin"	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1442.0	160000.0	0.0011113834849622764	1.0	0.0	0.0	0.0	0.0	0.0
186.0	"Rwandan independence"	"Rwanda"	1956.0	1962.0	"Belgain occupation"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1978.0	15000.0	0.004916030914624274	1.0	0.0		0.0	0.0	0.0
241.0	"Watusi"	"Rwanda"	1963.0	1964.0	"Hutu regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	83.0	2000.0	6.281420844832259E-4	1.0	0.0		0.0	0.0	0.0
235.0	"Tutsi rebels"	"Rwanda"	1990.0	1993.0	"Hutu regime"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1038.0	15000.0	0.0023809867729835464	1.0	0.0		1.0	0.0	1.0
168.0	"Patriotic Front"	"Rwanda"	1994.0	1994.0	"Hutu regime and genocide"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	103.0	15000.0	0.0024978788845139003	1.0	0.0		1.0	0.0	0.0
403.0	"Hutu Nationalist Insurgency"	"Rwanda"	1996.0	2001.0	"Gov't of Rwanda"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1889.0	20000.0	0.0024012160718674363	1.0	0.0		0.0	0.0	1.0
305.0	"MFDC secessionist campaign"	"Senegal"	1982.0	1983.0	"Gov't of Senegal"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	357.0	3000.0	4.932671500355892E-4	1.0	0.0	1.0	0.0	0.0	0.0
386.0	"Casamance Conflict"	"Senegal"	1982.0	2014.0	"Gov't of Senegal"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	11449.0	3000.0	4.932671500355892E-4	1.0	0.0		1.0	1.0	1.0
13.0	"anti-Diouf campaign"	"Senegal"	2000.0	2000.0	"Diouf govt"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	16.0	5000.0	5.058654082354079E-4	1.0	0.0	0.0	1.0	0.0	0.0
23.0	"anti-Milosevic"	"Serbia"	1996.0	2000.0	"Milosevic regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1418.0	200000.0	0.02660867394875116	1.0	1.0	0.0	0.0	0.0	1.0
180.0	"RUF"	"Sierra Leone"	1991.0	1996.0	"Republican government"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1858.0	5000.0	0.0011675832194939695	1.0	0.0		0.0	0.0	1.0
179.0	"Public Against Violence"	"Slovakia"	1989.0	1992.0	"Czech communist government"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	933.0	70000.0	0.013195059166645304	0.0	0.0	0.0	0.0	0.0	0.0
205.0	"Slovenian independence"	"Slovenia"	1990.0	1991.0	"Yugoslavian rule"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	275.0	900000.0	0.4501285116900875	1.0	1.0	1.0	0.0	1.0	0.0
208.0	"clan factions; SNM"	"Somalia"	1982.0	1991.0	"Siad Barre regime"	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3131.0	2000.0	2.682426458596211E-4	1.0	1.0		1.0	0.0	1.0
357.0	"Somali Civil War"	"Somalia"	1991.0	2000.0	"Government of Somalia"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3085.0	10000.0	0.0013540198683459402	1.0	1.0		0.0	1.0	0.0
209.0	"Somalia militia insurgencies"	"Somalia"	1993.0	1994.0	"U.S. and UN relief missions"	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	346.0	6000.0	7.978923938380898E-4	1.0	0.0		1.0	1.0	0.0
344.0	"Islamist insurgency"	"Somalia"	2006.0	2014.0	"Somali government"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2625.0	7000.0	4.610746002236212E-4	1.0	0.0		1.0	1.0	1.0
210.0	"First Defiance Campaign"	"South Africa"	1952.0	1961.0	"Apartheid"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3282.0	10000.0	5.586592178770949E-4	1.0	0.0	0.0	0.0	0.0	0.0
211.0	"South African Second Defiance Campaign"	"South Africa"	1984.0	1994.0	"Apartheid"	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3652.0	200000.0	0.00493114944230549	1.0	0.0	1.0	0.0	0.0	1.0
214.0	"Student Revolution"	"South Korea"	1960.0	1960.0	"Rhee regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	43.0	100000.0	0.004	0.0	1.0	0.0	0.0	1.0	0.0
212.0	"South Korean anti-junta"	"South Korea"	1979.0	1980.0	"military junta"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	223.0	100000.0	0.0026246719160104987	1.0	0.0	1.0	0.0	0.0	0.0
213.0	"South Korean anti-military"	"South Korea"	1986.0	1987.0	"Mil govt"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	510.0	1000000.0	0.023980815347721823	1.0	0.0	1.0	0.0	0.0	0.0
336.0	"Anti-Roh Tae Woo"	"South Korea"	1988.0	1992.0	"President Roh Tae-Woo"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1633.0	130000.0	0.0029715669955094138	1.0	0.0	1.0	0.0	0.0	0.0
322.0	"SPLM/A"	"South Sudan"	2011.0	2014.0	"South Sudan government"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	864.0	42700.0	0.0033051958220157466	1.0	1.0		1.0	1.0	1.0
280.0	"South Vietnam Anti-Military Govt"	"South Vietnam"	1964.0	1966.0	"The Military Government of South Vietnam"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	676.0	25000.0	6.510416666666666E-4	1.0	1.0	1.0	1.0	1.0	0.0
73.0	"ETA"	"Spain"	1968.0	2011.0	"Spanish occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	15775.0	3000.0	6.41811489824817E-5	0.0	0.0		1.0	0.0	0.0
108.0	"JVP"	"Sri Lanka"	1971.0	1971.0	"Sri Lankan government"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	40.0	2100.0	1.640625E-4	1.0	0.0		0.0	1.0	0.0
125.0	"LTTE"	"Sri Lanka"	1983.0	2009.0	"Sri Lankan occupation"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	9430.0	6000.0	3.0048076923076925E-4	1.0	0.0		1.0	1.0	0.0
393.0	"JVP II"	"Sri Lanka"	1987.0	1990.0	"Gov't of Sri Lanka"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1251.0	1200.0	6.92408211338219E-5	1.0	0.0		1.0	0.0	0.0
31.0	"Anya Nya"	"Sudan"	1963.0	1972.0	"Sudanese government"	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3072.0	10000.0	6.849315068493151E-4	1.0	0.0		0.0	1.0	1.0
187.0	"SPLA-Garang faction"	"Sudan"	1983.0	2005.0	"Sudanese government"	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	7725.0	2500.0	8.087496620235162E-5	1.0	1.0		1.0	1.0	0.0
18.0	"anti-Jaafar"	"Sudan"	1985.0	1985.0	"Jaafar Nimiery"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	12.0	2000000.0	0.0851063829787234	1.0	1.0	0.0	0.0	0.0	0.0
107.0	"JEM/SLA"	"Sudan"	2003.0	2012.0	"Janjaweed militia"	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3596.0	10000.0	2.7785347741406883E-4	1.0	0.0		1.0	0.0	1.0
402.0	"South Kordofan and Blue Nile Conflict"	"Sudan"	2011.0	2014.0	"Government of Sudan (Bashir Regime)"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	939.0	52000.0	0.001175201795708344	1.0	1.0		1.0	0.0	1.0
323.0	"Anti-al-Bashir Government"	"Sudan"	2011.0	2013.0	"Omar al-Bashir's Regime"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	980.0	4800.0	1.3025809175477678E-4	1.0	0.0	0.0	0.0	0.0	0.0
307.0	"Anti-Bouterse"	"Suriname"	1983.0	1984.0	"Military dictatorship of Desiré Delano \"Dési\" Bouterse"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	30.0	2200.0	0.005933949744840161	0.0	0.0	0.0	0.0	0.0	0.0
281.0	"Swaziland Anti-Monarchy Protests"	"Swaziland"	2011.0	2011.0	"Mswati Monarchy"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	263.0	20001.0	0.016496255124924017	1.0	0.0	0.0	0.0	0.0	0.0
141.0	"Muslim Brotherhood"	"Syria"	1980.0	1982.0	"Syrian regime"	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	784.0	30000.0	0.0031879304104545413	1.0	0.0		0.0	0.0	0.0
282.0	"Syrian Civil War"	"Syria"	2011.0	2014.0	"Assad regime"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	792.0	140000.0	0.007656797401195456	1.0	1.0	0.0	0.0	1.0	1.0
282.0	"Syrian Uprising"	"Syria"	2011.0	2011.0	"Assad regime"	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	230.0	100000.0	0.0047929463933389935	1.0	1.0	1.0	1.0	1.0	1.0
356.0	"Islamic State"	"Syria"	2013.0	2014.0	"Syrian government"	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	267.0	25000.0	0.0012375270269715055	1.0	0.0		1.0	1.0	1.0
215.0	"Taiwan pro-democracy"	"Taiwan"	1979.0	1985.0	"autocratic regime"	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2168.0	10000.0	5.181347150259067E-4	1.0	0.0	0.0	0.0	0.0	0.0
